Serial,Potential(V),Current (uA),pH,Temperature,GLUCOSE
1428,0.36078,0.000396729,7.5,45,0.3mM
1429,0.370788,0.000396729,7.5,45,0.3mM
1430,0.380795,0.000396729,7.5,45,0.3mM
1431,0.390803,0.000396729,7.5,45,0.3mM
1432,0.400811,0.000396729,7.5,45,0.3mM
1433,0.410819,0.000396729,7.5,45,0.3mM
1434,0.420827,0.000396729,7.5,45,0.3mM
1435,0.430834,0.000396729,7.5,45,0.3mM
1436,0.440842,0.000396729,7.5,45,0.3mM
1437,0.45085,0.000396729,7.5,45,0.3mM
1438,0.460858,0.000396729,7.5,45,0.3mM
1439,0.470866,0.000396729,7.5,45,0.3mM
1440,0.480873,0.000396729,7.5,45,0.3mM
1441,0.490881,0.000396729,7.5,45,0.3mM
1442,0.500889,0.000396729,7.5,45,0.3mM
1443,0.510897,0.000396729,7.5,45,0.3mM
1444,0.520904,0.000396729,7.5,45,0.3mM
1445,0.530912,0.000396729,7.5,45,0.3mM
1446,0.54092,0.000396729,7.5,45,0.3mM
1447,0.550928,0.000396729,7.5,45,0.3mM
1448,0.560936,0.000396729,7.5,45,0.3mM
1449,0.570943,0.000396729,7.5,45,0.3mM
1450,0.580951,0.000396729,7.5,45,0.3mM
1451,0.590959,0.000396729,7.5,45,0.3mM
1452,0.600967,0.000396729,7.5,45,0.3mM
1453,-0.599966,-0.094762064,8.5,25,0.3mM
1454,-0.589958,0.094762064,8.5,25,0.3mM
1455,-0.57995,0.094762064,8.5,25,0.3mM
1456,-0.569943,0,8.5,25,0.3mM
1457,-0.559935,0.094762064,8.5,25,0.3mM
1458,-0.549927,0,8.5,25,0.3mM
1459,-0.539919,0,8.5,25,0.3mM
1460,-0.529911,0,8.5,25,0.3mM
1461,-0.519904,0,8.5,25,0.3mM
1462,-0.509896,0,8.5,25,0.3mM
1463,-0.499888,0,8.5,25,0.3mM
1464,-0.48988,0,8.5,25,0.3mM
1465,-0.479872,0,8.5,25,0.3mM
1466,-0.469865,0,8.5,25,0.3mM
1467,-0.459857,0,8.5,25,0.3mM
1468,-0.449849,0.379048,8.5,25,0.3mM
1469,-0.439841,1.61142,8.5,25,0.3mM
1470,-0.429834,55.740812,8.5,25,0.3mM
1471,-0.419826,224.29,8.5,25,0.3mM
1472,-0.409818,373.122,8.5,25,0.3mM
1473,-0.39981,564.043,8.5,25,0.3mM
1474,-0.389802,743.115,8.5,25,0.3mM
1475,-0.379795,922.567,8.5,25,0.3mM
1476,-0.369787,1108.654,8.5,25,0.3mM
1477,-0.359779,1297.869,8.5,25,0.3mM
1478,-0.349771,1489.833,8.5,25,0.3mM
1479,-0.339764,1679.618,8.5,25,0.3mM
1480,-0.329756,1870.824,8.5,25,0.3mM
1481,-0.319748,2068.476,8.5,25,0.3mM
1482,-0.30974,2266.982,8.5,25,0.3mM
1483,-0.299732,2459.136,8.5,25,0.3mM
1484,-0.289725,2658.115,8.5,25,0.3mM
1485,-0.279717,2867.333,8.5,25,0.3mM
1486,-0.269709,3074.749,8.5,25,0.3mM
1487,-0.259701,3291.93,8.5,25,0.3mM
1488,-0.249694,3500.389,8.5,25,0.3mM
1489,-0.239686,3717.19,8.5,25,0.3mM
1490,-0.229678,3856.827,8.5,25,0.3mM
1491,-0.21967,3857.49,8.5,25,0.3mM
1492,-0.209662,3845.262,8.5,25,0.3mM
1493,-0.199655,3824.785,8.5,25,0.3mM
1494,-0.189647,3803.645,8.5,25,0.3mM
1495,-0.179639,3775.965,8.5,25,0.3mM
1496,-0.169631,3744.018,8.5,25,0.3mM
1497,-0.159624,3711.977,8.5,25,0.3mM
1498,-0.149616,3679.177,8.5,25,0.3mM
1499,-0.139608,3653.013,8.5,25,0.3mM
1500,-0.129600736,3630.735,8.5,25,0.3mM
1501,-0.119592968,3615.757,8.5,25,0.3mM
1502,-0.109585184,3611.018,8.5,25,0.3mM
1503,-0.099577408,3622.772,8.5,25,0.3mM
1504,-0.089569624,3647.135,8.5,25,0.3mM
1505,-0.079561848,3697.662,8.5,25,0.3mM
1506,-0.069554072,3711.692,8.5,25,0.3mM
1507,-0.059546288,3679.366,8.5,25,0.3mM
1508,-0.049538508,3640.025,8.5,25,0.3mM
1509,-0.039530728,3581.63,8.5,25,0.3mM
1510,-0.029522948,3500.105,8.5,25,0.3mM
1511,-0.01951517,3399.43,8.5,25,0.3mM
1512,-0.009507391,3283.872,8.5,25,0.3mM
1513,0.000500388,3156.654,8.5,25,0.3mM
1514,0.010508168,3017.681,8.5,25,0.3mM
1515,0.020515946,2867.522,8.5,25,0.3mM
1516,0.030523726,2705.893,8.5,25,0.3mM
1517,0.040531504,2534.879,8.5,25,0.3mM
1518,0.050539284,2359.409,8.5,25,0.3mM
1519,0.060547064,2180.811,8.5,25,0.3mM
1520,0.070554848,2000.791,8.5,25,0.3mM
1521,0.080562624,1820.866,8.5,25,0.3mM
1522,0.090570408,1641.32,8.5,25,0.3mM
1523,0.100578184,1463.48,8.5,25,0.3mM
1524,0.11058596,1289.716,8.5,25,0.3mM
1525,0.120593744,1119.555,8.5,25,0.3mM
1526,0.130601528,954.798,8.5,25,0.3mM
1527,0.140609,794.875,8.5,25,0.3mM
1528,0.150617,637.416,8.5,25,0.3mM
1529,0.160624,489.248,8.5,25,0.3mM
1530,0.170632,344.114,8.5,25,0.3mM
1531,0.18064,209.027,8.5,25,0.3mM
1532,0.190648,87.402984,8.5,25,0.3mM
1533,0.200655,0.094762064,8.5,25,0.3mM
1534,0.210663,0,8.5,25,0.3mM
1535,0.220671,0,8.5,25,0.3mM
1536,0.230679,0,8.5,25,0.3mM
1537,0.240687,0,8.5,25,0.3mM
1538,0.250694,0,8.5,25,0.3mM
1539,0.260702,0,8.5,25,0.3mM
1540,0.27071,0,8.5,25,0.3mM
1541,0.280718,0,8.5,25,0.3mM
1542,0.290725,0,8.5,25,0.3mM
1543,0.300733,0,8.5,25,0.3mM
1544,0.310741,0,8.5,25,0.3mM
1545,0.320749,0,8.5,25,0.3mM
1546,0.330757,0,8.5,25,0.3mM
1547,0.340764,0,8.5,25,0.3mM
1548,0.350772,0,8.5,25,0.3mM
1549,0.36078,0,8.5,25,0.3mM
1550,0.370788,0,8.5,25,0.3mM
1551,0.380795,0,8.5,25,0.3mM
1552,0.390803,0,8.5,25,0.3mM
1553,0.400811,0,8.5,25,0.3mM
1554,0.410819,0,8.5,25,0.3mM
1555,0.420827,0,8.5,25,0.3mM
1556,0.430834,0,8.5,25,0.3mM
1557,0.440842,0,8.5,25,0.3mM
1558,0.45085,-6.256624,8.5,25,0.3mM
1559,0.460858,14.693707,8.5,25,0.3mM
1560,0.470866,33.463346,8.5,25,0.3mM
1561,0.480873,93.47008,8.5,25,0.3mM
1562,0.490881,130.156504,8.5,25,0.3mM
1563,0.500889,186.181,8.5,25,0.3mM
1564,0.510897,237.087,8.5,25,0.3mM
1565,0.520904,269.034,8.5,25,0.3mM
1566,0.530912,302.972,8.5,25,0.3mM
1567,0.54092,314.821,8.5,25,0.3mM
1568,0.550928,337.288,8.5,25,0.3mM
1569,0.560936,479.484,8.5,25,0.3mM
1570,0.570943,667.752,8.5,25,0.3mM
1571,0.580951,663.012,8.5,25,0.3mM
1572,0.590959,548.212,8.5,25,0.3mM
1573,0.600967,497.496,8.5,25,0.3mM
1574,-0.599966,0,8.5,35,0.3mM
1575,-0.589958,0,8.5,35,0.3mM
1576,-0.57995,0,8.5,35,0.3mM
1577,-0.569943,0,8.5,35,0.3mM
1578,-0.559935,0,8.5,35,0.3mM
1579,-0.549927,-0.094762064,8.5,35,0.3mM
1580,-0.539919,-0.094762064,8.5,35,0.3mM
1581,-0.529911,-0.094762064,8.5,35,0.3mM
1582,-0.519904,-0.094762064,8.5,35,0.3mM
1583,-0.509896,-0.094762064,8.5,35,0.3mM
1584,-0.499888,-0.094762064,8.5,35,0.3mM
1585,-0.48988,-0.284286,8.5,35,0.3mM
1586,-0.479872,0,8.5,35,0.3mM
1587,-0.469865,-0.189524,8.5,35,0.3mM
1588,-0.459857,0.094762064,8.5,35,0.3mM
1589,-0.449849,1.13761,8.5,35,0.3mM
1590,-0.439841,1.422129,8.5,35,0.3mM
1591,-0.429834,27.206956,8.5,35,0.3mM
1592,-0.419826,124.56368,8.5,35,0.3mM
1593,-0.409818,155.467,8.5,35,0.3mM
1594,-0.39981,315.769,8.5,35,0.3mM
1595,-0.389802,437.204,8.5,35,0.3mM
1596,-0.379795,643.768,8.5,35,0.3mM
1597,-0.369787,848.246,8.5,35,0.3mM
1598,-0.359779,1039.073,8.5,35,0.3mM
1599,-0.349771,1287.157,8.5,35,0.3mM
1600,-0.339764,1518.178,8.5,35,0.3mM
1601,-0.329756,1754.223,8.5,35,0.3mM
1602,-0.319748,1986.571,8.5,35,0.3mM
1603,-0.30974,2209.724,8.5,35,0.3mM
1604,-0.299732,2442.641,8.5,35,0.3mM
1605,-0.289725,2667.121,8.5,35,0.3mM
1606,-0.279717,2901.081,8.5,35,0.3mM
1607,-0.269709,3142.055,8.5,35,0.3mM
1608,-0.259701,3374.214,8.5,35,0.3mM
1609,-0.249694,3593.385,8.5,35,0.3mM
1610,-0.239686,3802.223,8.5,35,0.3mM
1611,-0.229678,3997.316,8.5,35,0.3mM
1612,-0.21967,4101.783,8.5,35,0.3mM
1613,-0.209662,4098.37,8.5,35,0.3mM
1614,-0.199655,4086.71,8.5,35,0.3mM
1615,-0.189647,4033.055,8.5,35,0.3mM
1616,-0.179639,3952.572,8.5,35,0.3mM
1617,-0.169631,3903.751,8.5,35,0.3mM
1618,-0.159624,3868.297,8.5,35,0.3mM
1619,-0.149616,3814.831,8.5,35,0.3mM
1620,-0.139608,3774.163,8.5,35,0.3mM
1621,-0.129600736,3804.214,8.5,35,0.3mM
1622,-0.119592968,3793.407,8.5,35,0.3mM
1623,-0.109585184,3809.523,8.5,35,0.3mM
1624,-0.099577408,3838.815,8.5,35,0.3mM
1625,-0.089569624,3847.726,8.5,35,0.3mM
1626,-0.079561848,3784.781,8.5,35,0.3mM
1627,-0.069554072,3743.165,8.5,35,0.3mM
1628,-0.059546288,3703.255,8.5,35,0.3mM
1629,-0.049538508,3649.789,8.5,35,0.3mM
1630,-0.039530728,3582.009,8.5,35,0.3mM
1631,-0.029522948,3498.303,8.5,35,0.3mM
1632,-0.01951517,3400.757,8.5,35,0.3mM
1633,-0.009507391,3289.56,8.5,35,0.3mM
1634,0.000500388,3165.565,8.5,35,0.3mM
1635,0.010508168,3028.014,8.5,35,0.3mM
1636,0.020515946,2875.201,8.5,35,0.3mM
1637,0.030523726,2709.495,8.5,35,0.3mM
1638,0.040531504,2536.301,8.5,35,0.3mM
1639,0.050539284,2362.632,8.5,35,0.3mM
1640,0.060547064,2186.973,8.5,35,0.3mM
1641,0.070554848,2003.161,8.5,35,0.3mM
1642,0.080562624,1817.927,8.5,35,0.3mM
1643,0.090570408,1630.797,8.5,35,0.3mM
1644,0.100578184,1452.294,8.5,35,0.3mM
1645,0.11058596,1272.084,8.5,35,0.3mM
1646,0.120593744,1104.198,8.5,35,0.3mM
1647,0.130601528,940.009,8.5,35,0.3mM
1648,0.140609,787.006,8.5,35,0.3mM
1649,0.150617,639.976,8.5,35,0.3mM
1650,0.160624,493.419,8.5,35,0.3mM
1651,0.170632,357.67,8.5,35,0.3mM
1652,0.18064,219.265,8.5,35,0.3mM
1653,0.190648,105.224768,8.5,35,0.3mM
1654,0.200655,9.005655,8.5,35,0.3mM
1655,0.210663,0,8.5,35,0.3mM
1656,0.220671,0,8.5,35,0.3mM
1657,0.230679,0,8.5,35,0.3mM
1658,0.240687,0,8.5,35,0.3mM
1659,0.250694,0,8.5,35,0.3mM
1660,0.260702,0,8.5,35,0.3mM
1661,0.27071,0,8.5,35,0.3mM
1662,0.280718,0,8.5,35,0.3mM
1663,0.290725,0,8.5,35,0.3mM
1664,0.300733,0,8.5,35,0.3mM
1665,0.310741,0,8.5,35,0.3mM
1666,0.320749,0,8.5,35,0.3mM
1667,0.330757,0,8.5,35,0.3mM
1668,0.340764,0,8.5,35,0.3mM
1669,0.350772,0,8.5,35,0.3mM
1670,0.36078,0,8.5,35,0.3mM
1671,0.370788,0,8.5,35,0.3mM
1672,0.380795,0,8.5,35,0.3mM
1673,0.390803,0,8.5,35,0.3mM
1674,0.400811,0,8.5,35,0.3mM
1675,0.410819,0,8.5,35,0.3mM
1676,0.420827,0,8.5,35,0.3mM
1677,0.430834,0,8.5,35,0.3mM
1678,0.440842,0,8.5,35,0.3mM
1679,0.45085,0.094994896,8.5,35,0.3mM
1680,0.460858,0.094994896,8.5,35,0.3mM
1681,0.470866,0,8.5,35,0.3mM
1682,0.480873,0,8.5,35,0.3mM
1683,0.490881,-0.094994896,8.5,35,0.3mM
1684,0.500889,0,8.5,35,0.3mM
1685,0.510897,43.511852,8.5,35,0.3mM
1686,0.520904,178.4557845,8.5,35,0.3mM
1687,0.530912,0.284286,8.5,35,0.3mM
1688,0.54092,233.5210176,8.5,35,0.3mM
1689,0.550928,342.597,8.5,35,0.3mM
1690,0.560936,412.747,8.5,35,0.3mM
1691,0.570943,832.414,8.5,35,0.3mM
1692,0.580951,501.193,8.5,35,0.3mM
1693,0.590959,765.962,8.5,35,0.3mM
1694,0.600967,851.753,8.5,35,0.3mM
1695,-0.599966,-0.094762064,8.5,45,0.3mM
1696,-0.589958,-0.094762064,8.5,45,0.3mM
1697,-0.57995,-0.094762064,8.5,45,0.3mM
1698,-0.569943,-0.094762064,8.5,45,0.3mM
1699,-0.559935,-0.094762064,8.5,45,0.3mM
1700,-0.549927,-0.094762064,8.5,45,0.3mM
1701,-0.539919,-0.094762064,8.5,45,0.3mM
1702,-0.529911,-0.094762064,8.5,45,0.3mM
1703,-0.519904,-0.094762064,8.5,45,0.3mM
1704,-0.509896,0,8.5,45,0.3mM
1705,-0.499888,-0.094762064,8.5,45,0.3mM
1706,-0.48988,0,8.5,45,0.3mM
1707,-0.479872,0.284286,8.5,45,0.3mM
1708,-0.469865,1.13761,8.5,45,0.3mM
1709,-0.459857,2.085463,8.5,45,0.3mM
1710,-0.449849,142.385,8.5,45,0.3mM
1711,-0.439841,303.256,8.5,45,0.3mM
1712,-0.429834,448.77,8.5,45,0.3mM
1713,-0.419826,630.117,8.5,45,0.3mM
1714,-0.409818,796.012,8.5,45,0.3mM
1715,-0.39981,918.206,8.5,45,0.3mM
1716,-0.389802,1077.465,8.5,45,0.3mM
1717,-0.379795,1238.81,8.5,45,0.3mM
1718,-0.369787,1418.167,8.5,45,0.3mM
1719,-0.359779,1566.714,8.5,45,0.3mM
1720,-0.349771,1737.16,8.5,45,0.3mM
1721,-0.339764,1914.999,8.5,45,0.3mM
1722,-0.329756,2093.503,8.5,45,0.3mM
1723,-0.319748,2276.841,8.5,45,0.3mM
1724,-0.30974,2450.604,8.5,45,0.3mM
1725,-0.299732,2623.514,8.5,45,0.3mM
1726,-0.289725,2801.828,8.5,45,0.3mM
1727,-0.279717,2974.074,8.5,45,0.3mM
1728,-0.269709,3150.208,8.5,45,0.3mM
1729,-0.259701,3310.321,8.5,45,0.3mM
1730,-0.249694,3352.031,8.5,45,0.3mM
1731,-0.239686,3365.966,8.5,45,0.3mM
1732,-0.229678,3357.056,8.5,45,0.3mM
1733,-0.21967,3335.157,8.5,45,0.3mM
1734,-0.209662,3379.902,8.5,45,0.3mM
1735,-0.199655,3475.837,8.5,45,0.3mM
1736,-0.189647,3506.551,8.5,45,0.3mM
1737,-0.179639,3511.765,8.5,45,0.3mM
1738,-0.169631,3529.112,8.5,45,0.3mM
1739,-0.159624,3545.323,8.5,45,0.3mM
1740,-0.149616,3538.782,8.5,45,0.3mM
1741,-0.139608,3528.07,8.5,45,0.3mM
1742,-0.129600736,3512.618,8.5,45,0.3mM
1743,-0.119592968,3498.872,8.5,45,0.3mM
1744,-0.109585184,3501.242,8.5,45,0.3mM
1745,-0.099577408,3522.571,8.5,45,0.3mM
1746,-0.089569624,3557.741,8.5,45,0.3mM
1747,-0.079561848,3608.268,8.5,45,0.3mM
1748,-0.069554072,3671.877,8.5,45,0.3mM
1749,-0.059546288,3685.812,8.5,45,0.3mM
1750,-0.049538508,3633.105,8.5,45,0.3mM
1751,-0.039530728,3565.23,8.5,45,0.3mM
1752,-0.029522948,3481.903,8.5,45,0.3mM
1753,-0.01951517,3384.736,8.5,45,0.3mM
1754,-0.009507391,3276.004,8.5,45,0.3mM
1755,0.000500388,3159.119,8.5,45,0.3mM
1756,0.010508168,3032.659,8.5,45,0.3mM
1757,0.020515946,2894.729,8.5,45,0.3mM
1758,0.030523726,2745.897,8.5,45,0.3mM
1759,0.040531504,2588.155,8.5,45,0.3mM
1760,0.050539284,2427.379,8.5,45,0.3mM
1761,0.060547064,2264.232,8.5,45,0.3mM
1762,0.070554848,2102.319,8.5,45,0.3mM
1763,0.080562624,1946.282,8.5,45,0.3mM
1764,0.090570408,1795.27,8.5,45,0.3mM
1765,0.100578184,1644.922,8.5,45,0.3mM
1766,0.11058596,1499.882,8.5,45,0.3mM
1767,0.120593744,1350.671,8.5,45,0.3mM
1768,0.130601528,1210.371,8.5,45,0.3mM
1769,0.140609,1078.698,8.5,45,0.3mM
1770,0.150617,957.262,8.5,45,0.3mM
1771,0.160624,850.141,8.5,45,0.3mM
1772,0.170632,751.457,8.5,45,0.3mM
1773,0.18064,642.915,8.5,45,0.3mM
1774,0.190648,545.558,8.5,45,0.3mM
1775,0.200655,490.67,8.5,45,0.3mM
1776,0.210663,414.169,8.5,45,0.3mM
1777,0.220671,298.516,8.5,45,0.3mM
1778,0.230679,232.632,8.5,45,0.3mM
1779,0.240687,168.739,8.5,45,0.3mM
1780,0.250694,143.333,8.5,45,0.3mM
1781,0.260702,83.516344,8.5,45,0.3mM
1782,0.27071,29.481944,8.5,45,0.3mM
1783,0.280718,0,8.5,45,0.3mM
1784,0.290725,0,8.5,45,0.3mM
1785,0.300733,0,8.5,45,0.3mM
1786,0.310741,0,8.5,45,0.3mM
1787,0.320749,0,8.5,45,0.3mM
1788,0.330757,0,8.5,45,0.3mM
1789,0.340764,99.442184,8.5,45,0.3mM
1790,0.350772,462.61,8.5,45,0.3mM
1791,0.36078,697.613,8.5,45,0.3mM
1792,0.370788,826.821,8.5,45,0.3mM
1793,0.380795,847.013,8.5,45,0.3mM
1794,0.390803,949.868,8.5,45,0.3mM
1795,0.400811,975.653,8.5,45,0.3mM
1796,0.410819,964.49075,8.5,45,0.3mM
1797,0.420827,974.421,8.5,45,0.3mM
1798,0.430834,958.021,8.5,45,0.3mM
1799,0.440842,892.326,8.5,45,0.3mM
1800,0.45085,964.183,8.5,45,0.3mM
1801,0.460858,872.703,8.5,45,0.3mM
1802,0.470866,1197.005,8.5,45,0.3mM
1803,0.480873,1145.151,8.5,45,0.3mM
1804,0.490881,1052.154,8.5,45,0.3mM
1805,0.500889,1104.388,8.5,45,0.3mM
1806,0.510897,1035.375,8.5,45,0.3mM
1807,0.520904,1084.48,8.5,45,0.3mM
1808,0.530912,1027.981,8.5,45,0.3mM
1809,0.54092,1037.651,8.5,45,0.3mM
1810,0.550928,1041.253,8.5,45,0.3mM
1811,0.560936,609.641,8.5,45,0.3mM
1812,0.570943,924.842,8.5,45,0.3mM
1813,0.580951,704.817,8.5,45,0.3mM
1814,0.590959,764.065,8.5,45,0.3mM
1815,0.600967,719.226,8.5,45,0.3mM
1816,-0.599966,10.712071,4.5,45,0.25mM
1817,-0.589958,-0.094762064,4.5,45,0.25mM
1818,-0.57995,0,4.5,45,0.25mM
1819,-0.569943,0,4.5,45,0.25mM
1820,-0.559935,0.04743924,4.5,45,0.25mM
1821,-0.549927,0.094994896,4.5,45,0.25mM
1822,-0.539919,0.094762064,4.5,45,0.25mM
1823,-0.529911,0,4.5,45,0.25mM
1824,-0.519904,100.86432,4.5,45,0.25mM
1825,-0.509896,219.929,4.5,45,0.25mM
1826,-0.499888,298.421,4.5,45,0.25mM
1827,-0.48988,383.36,4.5,45,0.25mM
1828,-0.479872,488.205,4.5,45,0.25mM
1829,-0.469865,597.222,4.5,45,0.25mM
1830,-0.459857,739.987,4.5,45,0.25mM
1831,-0.449849,916.405,4.5,45,0.25mM
1832,-0.439841,1076.897,4.5,45,0.25mM
1833,-0.429834,1241.275,4.5,45,0.25mM
1834,-0.419826,1390.012,4.5,45,0.25mM
1835,-0.409818,1564.439,4.5,45,0.25mM
1836,-0.39981,1729.67,4.5,45,0.25mM
1837,-0.389802,1898.031,4.5,45,0.25mM
1838,-0.379795,2056.626,4.5,45,0.25mM
1839,-0.369787,2251.245,4.5,45,0.25mM
1840,-0.359779,2442.072,4.5,45,0.25mM
1841,-0.349771,2540.187,4.5,45,0.25mM
1842,-0.339764,2676.127,4.5,45,0.25mM
1843,-0.329756,2874.253,4.5,45,0.25mM
1844,-0.319748,3081.101,4.5,45,0.25mM
1845,-0.30974,3291.74,4.5,45,0.25mM
1846,-0.299732,3499.725,4.5,45,0.25mM
1847,-0.289725,3713.493,4.5,45,0.25mM
1848,-0.279717,3929.062,4.5,45,0.25mM
1849,-0.269709,4158.661,4.5,45,0.25mM
1850,-0.259701,4266.067,4.5,45,0.25mM
1851,-0.249694,4276.684,4.5,45,0.25mM
1852,-0.239686,4265.593,4.5,45,0.25mM
1853,-0.229678,4237.817,4.5,45,0.25mM
1854,-0.21967,4215.824,4.5,45,0.25mM
1855,-0.209662,4207.103,4.5,45,0.25mM
1856,-0.199655,4172.691,4.5,45,0.25mM
1857,-0.189647,4134.583,4.5,45,0.25mM
1858,-0.179639,4105.101,4.5,45,0.25mM
1859,-0.169631,4070.974,4.5,45,0.25mM
1860,-0.159624,3996.842,4.5,45,0.25mM
1861,-0.149616,3888.489,4.5,45,0.25mM
1862,-0.139608,3788.288,4.5,45,0.25mM
1863,-0.129600736,3706.194,4.5,45,0.25mM
1864,-0.119592968,3649.505,4.5,45,0.25mM
1865,-0.109585184,3616.231,4.5,45,0.25mM
1866,-0.099577408,3612.913,4.5,45,0.25mM
1867,-0.089569624,3630.261,4.5,45,0.25mM
1868,-0.079561848,3644.102,4.5,45,0.25mM
1869,-0.069554072,3634.243,4.5,45,0.25mM
1870,-0.059546288,3608.079,4.5,45,0.25mM
1871,-0.049538508,3571.582,4.5,45,0.25mM
1872,-0.039530728,3531.388,4.5,45,0.25mM
1873,-0.029522948,3482.188,4.5,45,0.25mM
1874,-0.01951517,3417.821,4.5,45,0.25mM
1875,-0.009507391,3334.683,4.5,45,0.25mM
1876,0.000500388,3232.207,4.5,45,0.25mM
1877,0.010508168,3110.014,4.5,45,0.25mM
1878,0.020515946,2968.387,4.5,45,0.25mM
1879,0.030523726,2807.136,4.5,45,0.25mM
1880,0.040531504,2631.667,4.5,45,0.25mM
1881,0.050539284,2445.485,4.5,45,0.25mM
1882,0.060547064,2250.771,4.5,45,0.25mM
1883,0.070554848,2051.033,4.5,45,0.25mM
1884,0.080562624,1851.485,4.5,45,0.25mM
1885,0.090570408,1655.35,4.5,45,0.25mM
1886,0.100578184,1469.642,4.5,45,0.25mM
1887,0.11058596,1301.945,4.5,45,0.25mM
1888,0.120593744,1147.141,4.5,45,0.25mM
1889,0.130601528,993.285,4.5,45,0.25mM
1890,0.140609,827.39,4.5,45,0.25mM
1891,0.150617,672.302,4.5,45,0.25mM
1892,0.160624,543.946,4.5,45,0.25mM
1893,0.170632,441.755,4.5,45,0.25mM
1894,0.18064,344.872,4.5,45,0.25mM
1895,0.190648,283.349,4.5,45,0.25mM
1896,0.200655,264.484,4.5,45,0.25mM
1897,0.210663,287.425,4.5,45,0.25mM
1898,0.220671,405.068,4.5,45,0.25mM
1899,0.230679,676.947,4.5,45,0.25mM
1900,0.240687,1207.338,4.5,45,0.25mM
1901,0.250694,1552.21,4.5,45,0.25mM
1902,0.260702,1326.308,4.5,45,0.25mM
1903,0.27071,1197.763,4.5,45,0.25mM
1904,0.280718,1116.143,4.5,45,0.25mM
1905,0.290725,1074.147,4.5,45,0.25mM
1906,0.300733,1000.774,4.5,45,0.25mM
1907,0.310741,964.751,4.5,45,0.25mM
1908,0.320749,936.881,4.5,45,0.25mM
1909,0.330757,912.329,4.5,45,0.25mM
1910,0.340764,878.012,4.5,45,0.25mM
1911,0.350772,853.459,4.5,45,0.25mM
1912,0.36078,835.164,4.5,45,0.25mM
1913,0.370788,809.189,4.5,45,0.25mM
1914,0.380795,777.337,4.5,45,0.25mM
1915,0.390803,751.647,4.5,45,0.25mM
1916,0.400811,716.762,4.5,45,0.25mM
1917,0.410819,623.292,4.5,45,0.25mM
1918,0.420827,651.352,4.5,45,0.25mM
1919,0.430834,616.466,4.5,45,0.25mM
1920,0.440842,568.214,4.5,45,0.25mM
1921,0.45085,553.616,4.5,45,0.25mM
1922,0.460858,517.877,4.5,45,0.25mM
1923,0.470866,325.344,4.5,45,0.25mM
1924,0.480873,523.66,4.5,45,0.25mM
1925,0.490881,227.134,4.5,45,0.25mM
1926,0.500889,332.169,4.5,45,0.25mM
1927,0.510897,219.36,4.5,45,0.25mM
1928,0.520904,342.123,4.5,45,0.25mM
1929,0.530912,291.406,4.5,45,0.25mM
1930,0.54092,210.165,4.5,45,0.25mM
1931,0.550928,207.321,4.5,45,0.25mM
1932,0.560936,207.511,4.5,45,0.25mM
1933,0.570943,206.089,4.5,45,0.25mM
1934,0.580951,205.425,4.5,45,0.25mM
1935,0.590959,204.572,4.5,45,0.25mM
1936,0.600967,204.098,4.5,45,0.25mM
1937,-0.599966,0,4.5,25,0.25mM
1938,-0.589958,-0.094762064,4.5,25,0.25mM
1939,-0.57995,0.094762064,4.5,25,0.25mM
1940,-0.569943,0,4.5,25,0.25mM
1941,-0.559935,0,4.5,25,0.25mM
1942,-0.549927,0,4.5,25,0.25mM
1943,-0.539919,0,4.5,25,0.25mM
1944,-0.529911,0,4.5,25,0.25mM
1945,-0.519904,0,4.5,25,0.25mM
1946,-0.509896,0,4.5,25,0.25mM
1947,-0.499888,0,4.5,25,0.25mM
1948,-0.48988,0,4.5,25,0.25mM
1949,-0.479872,0,4.5,25,0.25mM
1950,-0.469865,0,4.5,25,0.25mM
1951,-0.459857,0,4.5,25,0.25mM
1952,-0.449849,0,4.5,25,0.25mM
1953,-0.439841,0.094762064,4.5,25,0.25mM
1954,-0.429834,0,4.5,25,0.25mM
1955,-0.419826,-0.094994896,4.5,25,0.25mM
1956,-0.409818,0,4.5,25,0.25mM
1957,-0.39981,0,4.5,25,0.25mM
1958,-0.389802,0.47381,4.5,25,0.25mM
1959,-0.379795,90.910576,4.5,25,0.25mM
1960,-0.369787,353.025,4.5,25,0.25mM
1961,-0.359779,618.931,4.5,25,0.25mM
1962,-0.349771,887.112,4.5,25,0.25mM
1963,-0.339764,1157.759,4.5,25,0.25mM
1964,-0.329756,1429.258,4.5,25,0.25mM
1965,-0.319748,1702.843,4.5,25,0.25mM
1966,-0.30974,1976.902,4.5,25,0.25mM
1967,-0.299732,2249.729,4.5,25,0.25mM
1968,-0.289725,2523.598,4.5,25,0.25mM
1969,-0.279717,2798.415,4.5,25,0.25mM
1970,-0.269709,3070.199,4.5,25,0.25mM
1971,-0.259701,3344.447,4.5,25,0.25mM
1972,-0.249694,3617.843,4.5,25,0.25mM
1973,-0.239686,3891.049,4.5,25,0.25mM
1974,-0.229678,4163.117,4.5,25,0.25mM
1975,-0.21967,4435.185,4.5,25,0.25mM
1976,-0.209662,4492.537,4.5,25,0.25mM
1977,-0.199655,4491.21,4.5,25,0.25mM
1978,-0.189647,4484.764,4.5,25,0.25mM
1979,-0.179639,4473.957,4.5,25,0.25mM
1980,-0.169631,4458.505,4.5,25,0.25mM
1981,-0.159624,4439.451,4.5,25,0.25mM
1982,-0.149616,4418.69,4.5,25,0.25mM
1983,-0.139608,4396.318,4.5,25,0.25mM
